name,flag,description,source,header,cfg,is_analysis
MipsDelaySlotFiller,-mips-delay-slot-filler,Fill delay slot for MIPS,lib/Target/Mips/MipsDelaySlotFiller.cpp,,False,False
MipsMulMulBugFix,-mips-vr4300-mulmul-fix,Mips VR4300 mulmul bugfix,lib/Target/Mips/MipsMulMulBugPass.cpp,,False,False
MipsPostLegalizerCombiner,-mips-postlegalizer-combiner,Combine Mips machine instrs after legalization,lib/Target/Mips/MipsPostLegalizerCombiner.cpp,,False,False
MipsPreLegalizerCombiner,-mips-prelegalizer-combiner,Combine Mips machine instrs before legalization,lib/Target/Mips/MipsPreLegalizerCombiner.cpp,,False,False
ModuleDebugInfoLegacyPrinter,-module-debuginfo,Decodes module-level debug info,lib/Analysis/ModuleDebugInfoPrinter.cpp,,False,True
ModuleSummaryIndexWrapperPass,-module-summary-analysis,Module Summary Analysis,lib/Analysis/ModuleSummaryAnalysis.cpp,,False,True
ModuloScheduleTest,-modulo-schedule-test,Modulo Schedule test pass,lib/CodeGen/ModuloSchedule.cpp,,False,False
MustBeExecutedContextPrinter,-print-must-be-executed-contexts,print the must-be-executed-context for all instructions,lib/Analysis/MustExecute.cpp,,False,True
MustExecutePrinter,-print-mustexecute,Instructions which execute on loop entry,lib/Analysis/MustExecute.cpp,,False,True
NVPTXAllocaHoisting,-alloca-hoisting,Hoisting alloca instructions in non-entry blocks to the entry block,lib/Target/NVPTX/NVPTXAllocaHoisting.cpp,,False,False
NVPTXAssignValidGlobalNames,-nvptx-assign-valid-global-names,Assign valid PTX names to globals,lib/Target/NVPTX/NVPTXAssignValidGlobalNames.cpp,,False,False
NVPTXAtomicLower,-nvptx-atomic-lower,Lower atomics of local memory to simple load/stores,lib/Target/NVPTX/NVPTXAtomicLower.cpp,,False,False
NVPTXDAGToDAGISel,-nvptx-isel,NVPTX DAG->DAG Pattern Instruction Selection,lib/Target/NVPTX/NVPTXISelDAGToDAG.cpp,,False,False
NVPTXLowerAggrCopies,-nvptx-lower-aggr-copies,"Lower aggregate copies, and llvm.mem* intrinsics into loops",lib/Target/NVPTX/NVPTXLowerAggrCopies.cpp,,False,False
NVPTXLowerAlloca,-nvptx-lower-alloca,Lower Alloca,lib/Target/NVPTX/NVPTXLowerAlloca.cpp,,False,False
NVPTXLowerArgs,-nvptx-lower-args,Lower arguments (NVPTX),lib/Target/NVPTX/NVPTXLowerArgs.cpp,,False,False
NVPTXPeephole,-nvptx-peephole,NVPTX Peephole,lib/Target/NVPTX/NVPTXPeephole.cpp,,False,False
NVPTXProxyRegErasure,-nvptx-proxyreg-erasure,NVPTX ProxyReg Erasure,lib/Target/NVPTX/NVPTXProxyRegErasure.cpp,,False,False
NVVMIntrRange,-nvvm-intr-range,Add !range metadata to NVVM intrinsics.,lib/Target/NVPTX/NVVMIntrRange.cpp,,False,False
NVVMReflect,-nvvm-reflect,Replace occurrences of __nvvm_reflect()calls with 0/1,lib/Target/NVPTX/NVVMReflect.cpp,,False,False
NaryReassociatePass,-nary-reassociate,Nary reassociation,lib/Transforms/Scalar/NaryReassociate.cpp,,False,False
NewGVNPass,-newgvn,Global Value Numbering,lib/Transforms/Scalar/NewGVN.cpp,,False,False
ObjCARCContractLegacyPass,-objc-arc-contract,ObjC ARC contraction,lib/Transforms/ObjCARC/ObjCARCContract.cpp,,False,False
OptimizationRemarkEmitterWrapperPass,-opt-remark-emitter,Optimization Remark Emitter,lib/Analysis/OptimizationRemarkEmitter.cpp,,False,True
OptimizePHIs,-opt-phis,Optimize machine instruction PHIs,lib/CodeGen/OptimizePHIs.cpp,,False,False
OptimizeReturned,-wasm-optimize-returned,"Optimize calls with \""returned\"" attributes for WebAssembly",lib/Target/WebAssembly/WebAssemblyOptimizeReturned.cpp,,False,False
PEI,-prologepilog,Prologue/Epilogue Insertion,lib/CodeGen/PrologEpilogInserter.cpp,,False,False
PHIElimination,-phi-node-elimination,Eliminate PHI nodes for register allocation,lib/CodeGen/PHIElimination.cpp,,False,False
PPCBSel,-ppc-branch-select,PowerPC Branch Selector,lib/Target/PowerPC/PPCBranchSelector.cpp,,False,False
PPCBoolRetToInt,-ppc-bool-ret-to-int,Convert i1 constants to i32/i64 if they are returned,lib/Target/PowerPC/PPCBoolRetToInt.cpp,,False,False
PPCBranchCoalescing,-ppc-branch-coalescing,Branch Coalescing,lib/Target/PowerPC/PPCBranchCoalescing.cpp,,False,False
PPCCTRLoops,-ppc-ctrloops,PowerPC CTR loops generation,lib/Target/PowerPC/PPCCTRLoops.cpp,,False,False
PPCCTRLoopsVerify,-ppc-ctr-loops-verify,PowerPC CTR Loops Verify,lib/Target/PowerPC/PPCCTRLoopsVerify.cpp,,False,False
PPCDAGToDAGISel,-ppc-isel,PowerPC DAG->DAG Pattern Instruction Selection,lib/Target/PowerPC/PPCISelDAGToDAG.cpp,,False,False
PPCEarlyReturn,-ppc-early-ret,PowerPC Early-Return Creation,lib/Target/PowerPC/PPCEarlyReturn.cpp,,False,False
PPCExpandAtomicPseudo,-ppc-atomic-expand,PowerPC Expand Atomic,lib/Target/PowerPC/PPCExpandAtomicPseudoInsts.cpp,,False,False
PPCExpandISEL,-ppc-expand-isel,PowerPC Expand ISEL Generation,lib/Target/PowerPC/PPCExpandISEL.cpp,,False,False
PPCGenScalarMASSEntries,-ppc-gen-scalar-mass,Generate Scalar MASS entries,lib/Target/PowerPC/PPCGenScalarMASSEntries.cpp,,False,False
PPCLoopInstrFormPrep,-ppc-loop-instr-form-prep,Prepare loop for ppc preferred instruction forms,lib/Target/PowerPC/PPCLoopInstrFormPrep.cpp,,False,False
PPCLowerMASSVEntries,-ppc-lower-massv-entries,Lower MASSV entries,lib/Target/PowerPC/PPCLowerMASSVEntries.cpp,,False,False
PPCMIPeephole,-ppc-mi-peepholes,PowerPC MI Peephole Optimization,lib/Target/PowerPC/PPCMIPeephole.cpp,,False,False
PPCPreEmitPeephole,-ppc-pre-emit-peephole,PowerPC Pre-Emit Peephole,lib/Target/PowerPC/PPCPreEmitPeephole.cpp,,False,False
PPCReduceCRLogicals,-ppc-reduce-cr-ops,PowerPC Reduce CR logical Operation,lib/Target/PowerPC/PPCReduceCRLogicals.cpp,,False,False
PPCTLSDynamicCall,-ppc-tls-dynamic-call,PowerPC TLS Dynamic Call Fixup,lib/Target/PowerPC/PPCTLSDynamicCall.cpp,,False,False
PPCTOCRegDeps,-ppc-toc-reg-deps,PowerPC TOC Register Dependencies,lib/Target/PowerPC/PPCTOCRegDeps.cpp,,False,False
PPCVSXCopy,-ppc-vsx-copy,PowerPC VSX Copy Legalization,lib/Target/PowerPC/PPCVSXCopy.cpp,,False,False
PPCVSXFMAMutate,-ppc-vsx-fma-mutate,PowerPC VSX FMA Mutation,lib/Target/PowerPC/PPCVSXFMAMutate.cpp,,False,False
PPCVSXSwapRemoval,-ppc-vsx-swaps,PowerPC VSX Swap Removal,lib/Target/PowerPC/PPCVSXSwapRemoval.cpp,,False,False
PartialInliningPass,-partial-inliner,Partial Inliner,lib/Transforms/IPO/PartialInlining.cpp,,False,False
PartiallyInlineLibCallsPass,-partially-inline-libcalls,Partially inline calls to library functions,lib/Transforms/Scalar/PartiallyInlineLibCalls.cpp,,False,False
PatchableFunction,-patchable-function,Implement the 'patchable-function' attribute,lib/CodeGen/PatchableFunction.cpp,,False,False
PeepholeOptimizer,-peephole-opt,Peephole Optimizations,lib/CodeGen/PeepholeOptimizer.cpp,,False,False
PhiValuesWrapperPass,-phi-values,Phi Values Analysis,lib/Analysis/PhiValues.cpp,,False,True
PhysicalRegisterUsageInfo,-reg-usage-info,Register Usage Information Storage,lib/CodeGen/RegisterUsageInfo.cpp,,False,True
PlaceBackedgeSafepointsImpl,-place-backedge-safepoints-impl,Place Backedge Safepoints,lib/Transforms/Scalar/PlaceSafepoints.cpp,,False,False
PlaceSafepointsPass,-place-safepoints,Place Safepoints,lib/Transforms/Scalar/PlaceSafepoints.cpp,,False,False
PostDomOnlyPrinterWrapperPass,-dot-postdom-only,"Print postdominance tree of function to 'dot' file "" ""(with no function bodies)",lib/Analysis/DomPrinter.cpp,,False,False
PostDomOnlyViewerWrapperPass,-view-postdom-only,"View postdominance tree of function "" ""(with no function bodies)",lib/Analysis/DomPrinter.cpp,,False,False
PostDomPrinterWrapperPass,-dot-postdom,Print postdominance tree of function to 'dot' file,lib/Analysis/DomPrinter.cpp,,False,False
PostDomViewerWrapperPass,-view-postdom,View postdominance tree of function,lib/Analysis/DomPrinter.cpp,,False,False
PostDominatorTreeWrapperPass,-postdomtree,Post-Dominator Tree Construction,lib/Analysis/PostDominators.cpp,,True,True
PostMachineScheduler,-postmisched,PostRA Machine Instruction Scheduler,lib/CodeGen/MachineScheduler.cpp,,False,False
PostOrderFunctionAttrsLegacyPass,-function-attrs,Deduce function attributes,lib/Transforms/IPO/FunctionAttrs.cpp,,False,False
PostRAHazardRecognizer,-post-RA-hazard-rec,Post RA hazard recognizer,lib/CodeGen/PostRAHazardRecognizer.cpp,,False,False
PostRAMachineSinking,-postra-machine-sink,PostRA Machine Sink,lib/CodeGen/MachineSink.cpp,,False,False
PostRAScheduler,-post-RA-sched,Post RA top-down list latency scheduler,lib/CodeGen/PostRASchedulerList.cpp,,False,False
PreISelIntrinsicLoweringLegacyPass,-pre-isel-intrinsic-lowering,Pre-ISel Intrinsic Lowering,lib/CodeGen/PreISelIntrinsicLowering.cpp,,False,False
PredicateInfoPrinterLegacyPass,-print-predicateinfo,PredicateInfo Printer,lib/Transforms/Utils/PredicateInfo.cpp,,False,False
PrintFunctionPassWrapper,-print-function,Print function to stderr,lib/IR/IRPrintingPasses.cpp,,False,True
PrintModulePassWrapper,-print-module,Print module to stderr,lib/IR/IRPrintingPasses.cpp,,False,True
ProcessImplicitDefs,-processimpdefs,Process Implicit Definitions,lib/CodeGen/ProcessImplicitDefs.cpp,,False,False
ProfileSummaryInfoWrapperPass,-profile-summary-info,Profile summary info,lib/Analysis/ProfileSummaryInfo.cpp,,False,True
PromoteMemoryToRegisterPass,-mem2reg,"Promote Memory to "" ""Register",lib/Transforms/Utils/Mem2Reg.cpp,,False,False
PseudoProbeInserter,-pseudo-probe-inserter,Insert pseudo probe annotations for value profiling,lib/CodeGen/PseudoProbeInserter.cpp,,False,False
R600ClauseMergePass,-r600mergeclause,R600 Clause Merge,lib/Target/AMDGPU/R600ClauseMergePass.cpp,,False,False
R600ControlFlowFinalizer,-r600cf,R600 Control Flow Finalizer,lib/Target/AMDGPU/R600ControlFlowFinalizer.cpp,,False,False
R600EmitClauseMarkers,-emitclausemarkers,R600 Emit Clause Markers,lib/Target/AMDGPU/R600EmitClauseMarkers.cpp,,False,False
R600ExpandSpecialInstrsPass,-r600-expand-special-instrs,R600 Expand Special Instrs,lib/Target/AMDGPU/R600ExpandSpecialInstrs.cpp,,False,False
R600MachineCFGStructurizer,-amdgpustructurizer,AMDGPU CFG Structurizer,lib/Target/AMDGPU/R600MachineCFGStructurizer.cpp,,False,False
R600Packetizer,-packets,R600 Packetizer,lib/Target/AMDGPU/R600Packetizer.cpp,,False,False
R600VectorRegMerger,-vec-merger,R600 Vector Reg Merger,lib/Target/AMDGPU/R600OptimizeVectorRegisters.cpp,,False,False
RABasic,-regallocbasic,Basic Register Allocator,lib/CodeGen/RegAllocBasic.cpp,,False,False
RAGreedy,-greedy,Greedy Register Allocator,lib/CodeGen/RegAllocGreedy.cpp,,False,False
RISCVCodeGenPrepare,-riscv-codegenprepare,RISCV CodeGenPrepare,lib/Target/RISCV/RISCVCodeGenPrepare.cpp,,False,False
RISCVDAGToDAGISel,-riscv-isel,RISCV DAG->DAG Pattern Instruction Selection,lib/Target/RISCV/RISCVISelDAGToDAG.cpp,,False,False
RISCVExpandAtomicPseudo,-riscv-expand-atomic-pseudo,RISCV atomic pseudo instruction expansion pass,lib/Target/RISCV/RISCVExpandAtomicPseudoInsts.cpp,,False,False
RISCVExpandPseudo,-riscv-expand-pseudo,RISCV pseudo instruction expansion pass,lib/Target/RISCV/RISCVExpandPseudoInsts.cpp,,False,False
RISCVGatherScatterLowering,-riscv-gather-scatter-lowering,RISCV gather/scatter lowering pass,lib/Target/RISCV/RISCVGatherScatterLowering.cpp,,False,False
RISCVInsertVSETVLI,-riscv-insert-vsetvli,RISCV Insert VSETVLI pass,lib/Target/RISCV/RISCVInsertVSETVLI.cpp,,False,False
RISCVMakeCompressibleOpt,-riscv-make-compressible,RISCV Make Compressible,lib/Target/RISCV/RISCVMakeCompressible.cpp,,False,False
RISCVMergeBaseOffsetOpt,-riscv-merge-base-offset,RISCV Merge Base Offset,lib/Target/RISCV/RISCVMergeBaseOffset.cpp,,False,False
RISCVPreRAExpandPseudo,-riscv-prera-expand-pseudo,RISCV Pre-RA pseudo instruction expansion pass,lib/Target/RISCV/RISCVExpandPseudoInsts.cpp,,False,False
RISCVRedundantCopyElimination,-riscv-copyelim,RISCV redundant copy elimination pass,lib/Target/RISCV/RISCVRedundantCopyElimination.cpp,,False,False
RISCVSExtWRemoval,-riscv-sextw-removal,RISCV sext.w Removal,lib/Target/RISCV/RISCVSExtWRemoval.cpp,,False,False
RISCVStripWSuffix,-riscv-strip-w-suffix,RISCV Strip W Suffix,lib/Target/RISCV/RISCVStripWSuffix.cpp,,False,False
ReachingDefAnalysis,-reaching-deps-analysis,ReachingDefAnalysis,lib/CodeGen/ReachingDefAnalysis.cpp,,False,True
ReassociatePass,-reassociate,Reassociate expressions,lib/Transforms/Scalar/Reassociate.cpp,,False,False
RedundantDbgInstEliminationPass,-redundant-dbg-inst-elim,Redundant Dbg Instruction Elimination,lib/Transforms/Scalar/DCE.cpp,,False,False
RegAllocEvictionAdvisorAnalysis,-regalloc-evict,Regalloc eviction policy,lib/CodeGen/RegAllocEvictionAdvisor.cpp,,False,True
RegAllocFast,-regallocfast,Fast Register Allocator,lib/CodeGen/RegAllocFast.cpp,,False,False
RegAllocPriorityAdvisorAnalysis,-regalloc-priority,Regalloc priority policy,lib/CodeGen/RegAllocPriorityAdvisor.cpp,,False,True
RegAllocScoring,-regallocscoringpass,Register Allocation Scoring Pass,lib/CodeGen/MLRegallocEvictAdvisor.cpp,,False,False
RegBankSelect,-regbankselect,Assign register bank of generic virtual registers,lib/CodeGen/GlobalISel/RegBankSelect.cpp,,False,False
RegToMemLegacy,-reg2mem,Demote all values to stack slots,lib/Transforms/Scalar/Reg2Mem.cpp,,False,False
RegUsageInfoCollector,-RegUsageInfoCollector,Register Usage Information Collector,lib/CodeGen/RegUsageInfoCollector.cpp,,False,False
RegUsageInfoPropagation,-reg-usage-propagation,Register Usage Information Propagation,lib/CodeGen/RegUsageInfoPropagate.cpp,,False,False
RegionInfoPass,-regions,Detect single entry single exit regions,lib/Analysis/RegionInfo.cpp,,True,True
RegionOnlyPrinter,-dot-regions-only,Print regions of function to 'dot' file (with no function bodies),lib/Analysis/RegionPrinter.cpp,,True,True
RegionOnlyViewer,-view-regions-only,View regions of function (with no function bodies),lib/Analysis/RegionPrinter.cpp,,True,True
RegionPrinter,-dot-regions,Print regions of function to 'dot' file,lib/Analysis/RegionPrinter.cpp,,True,True
RegionViewer,-view-regions,View regions of function,lib/Analysis/RegionPrinter.cpp,,True,True
RegisterCoalescer,-simple-register-coalescing,Simple Register Coalescing,lib/CodeGen/RegisterCoalescer.cpp,,False,False
RemoveRedundantDebugValues,-removeredundantdebugvalues,Remove Redundant DEBUG_VALUE analysis,lib/CodeGen/RemoveRedundantDebugValues.cpp,,False,False
RenameIndependentSubregs,-rename-independent-subregs,Rename Independent Subregisters,lib/CodeGen/RenameIndependentSubregs.cpp,,False,False
ReplaceWithVeclibLegacy,-replace-with-veclib,Replace intrinsics with calls to vector library,lib/CodeGen/ReplaceWithVeclib.cpp,,False,False
ResetMachineFunction,-reset-machine-function,Reset machine function if ISel failed,lib/CodeGen/ResetMachineFunctionPass.cpp,,False,False
ReversePostOrderFunctionAttrsPass,-rpo-function-attrs,Deduce function attributes in RPO,lib/Transforms/IPO/FunctionAttrs.cpp,,False,False
RewriteStatepointsForGCLegacyPass,-rewrite-statepoints-for-gc,Make relocations explicit at statepoints,lib/Transforms/Scalar/RewriteStatepointsForGC.cpp,,False,False
RewriteSymbolsPass,-rewrite-symbols,Rewrite Symbols,lib/Transforms/Utils/SymbolRewriter.cpp,,False,False
SCCPPass,-sccp,Sparse Conditional Constant Propagation,lib/Transforms/Scalar/SCCP.cpp,,False,False
SCEVAAWrapperPass,-scev-aa,ScalarEvolution-based Alias Analysis,lib/Analysis/ScalarEvolutionAliasAnalysis.cpp,,False,True
SIAnnotateControlFlow,-si-annotate-control-flow,Annotate SI Control Flow,lib/Target/AMDGPU/SIAnnotateControlFlow.cpp,,False,False
SIFixSGPRCopies,-si-fix-sgpr-copies,SI Fix SGPR copies,lib/Target/AMDGPU/SIFixSGPRCopies.cpp,,False,False
SIFixVGPRCopies,-si-fix-vgpr-copies,SI Fix VGPR copies,lib/Target/AMDGPU/SIFixVGPRCopies.cpp,,False,False
SIFoldOperands,-si-fold-operands,SI Fold Operands,lib/Target/AMDGPU/SIFoldOperands.cpp,,False,False
SIFormMemoryClauses,-si-form-memory-clauses,SI Form memory clauses,lib/Target/AMDGPU/SIFormMemoryClauses.cpp,,False,False
SIInsertHardClauses,-si-insert-hard-clauses,SI Insert Hard Clauses,lib/Target/AMDGPU/SIInsertHardClauses.cpp,,False,False
SIInsertWaitcnts,-si-insert-waitcnts,SI Insert Waitcnts,lib/Target/AMDGPU/SIInsertWaitcnts.cpp,,False,False
SILateBranchLowering,-si-late-branch-lowering,SI insert s_cbranch_execz instructions,lib/Target/AMDGPU/SILateBranchLowering.cpp,,False,False
SILoadStoreOptimizer,-si-load-store-opt,SI Load Store Optimizer,lib/Target/AMDGPU/SILoadStoreOptimizer.cpp,,False,False
SILowerControlFlow,-si-lower-control-flow,SI lower control flow,lib/Target/AMDGPU/SILowerControlFlow.cpp,,False,False
SILowerI1Copies,-si-i1-copies,SI Lower i1 Copies,lib/Target/AMDGPU/SILowerI1Copies.cpp,,False,False
SILowerSGPRSpills,-si-lower-sgpr-spills,SI lower SGPR spill instructions,lib/Target/AMDGPU/SILowerSGPRSpills.cpp,,False,False
SIMemoryLegalizer,-si-memory-legalizer,SI Memory Legalizer,lib/Target/AMDGPU/SIMemoryLegalizer.cpp,,False,False
SIModeRegister,-si-mode-register,Insert required mode register values,lib/Target/AMDGPU/SIModeRegister.cpp,,False,False
SIOptimizeExecMasking,-si-optimize-exec-masking,SI optimize exec mask operations,lib/Target/AMDGPU/SIOptimizeExecMasking.cpp,,False,False
SIOptimizeExecMaskingPreRA,-si-optimize-exec-masking-pre-ra,SI optimize exec mask operations pre-RA,lib/Target/AMDGPU/SIOptimizeExecMaskingPreRA.cpp,,False,False
SIOptimizeVGPRLiveRange,-si-opt-vgpr-liverange,SI Optimize VGPR LiveRange,lib/Target/AMDGPU/SIOptimizeVGPRLiveRange.cpp,,False,False
SIPeepholeSDWA,-si-peephole-sdwa,SI Peephole SDWA,lib/Target/AMDGPU/SIPeepholeSDWA.cpp,,False,False
SIPostRABundler,-si-post-ra-bundler,SI post-RA bundler,lib/Target/AMDGPU/SIPostRABundler.cpp,,False,False
SIPreAllocateWWMRegs,-si-pre-allocate-wwm-regs,SI Pre-allocate WWM Registers,lib/Target/AMDGPU/SIPreAllocateWWMRegs.cpp,,False,False
SIPreEmitPeephole,-si-pre-emit-peephole,SI peephole optimizations,lib/Target/AMDGPU/SIPreEmitPeephole.cpp,,False,False
SIShrinkInstructions,-si-shrink-instructions,SI Shrink Instructions,lib/Target/AMDGPU/SIShrinkInstructions.cpp,,False,False
SIWholeQuadMode,-si-wqm,SI Whole Quad Mode,lib/Target/AMDGPU/SIWholeQuadMode.cpp,,False,False
SLPVectorizerPass,-slp-vectorizer,SLP Vectorizer,lib/Transforms/Vectorize/SLPVectorizer.cpp,,False,False
SMEABI,-aarch64-sme-abi,SME ABI Pass,lib/Target/AArch64/SMEABIPass.cpp,,False,False
SPIRVEmitIntrinsics,-emit-intrinsics,SPIRV emit intrinsics,lib/Target/SPIRV/SPIRVEmitIntrinsics.cpp,,False,False
SPIRVModuleAnalysis,-spirv-module-analysis,SPIRV module analysis,lib/Target/SPIRV/SPIRVModuleAnalysis.cpp,,True,True
SPIRVPreLegalizer,-spirv-prelegalizer,SPIRV pre legalizer,lib/Target/SPIRV/SPIRVPreLegalizer.cpp,,False,False
SPIRVPrepareFunctions,-prepare-functions,SPIRV prepare functions,lib/Target/SPIRV/SPIRVPrepareFunctions.cpp,,False,False
SPIRVRegularizer,-spirv-regularizer,SPIR-V Regularizer,lib/Target/SPIRV/SPIRVRegularizer.cpp,,False,False
SROAPass,-sroa,Scalar Replacement Of Aggregates,lib/Transforms/Scalar/SROA.cpp,,False,False
SVEIntrinsicOpts,-aarch64-sve-intrinsic-opts,SVE intrinsics optimizations,lib/Target/AArch64/SVEIntrinsicOpts.cpp,,False,False
SafeStackLegacyPass,-safe-stack,Safe Stack instrumentation pass,lib/CodeGen/SafeStack.cpp,,False,False
SafepointIRVerifier,-verify-safepoint-ir,Safepoint IR Verifier,lib/IR/SafepointIRVerifier.cpp,,False,False
ScalarEvolutionWrapperPass,-scalar-evolution,Scalar Evolution Analysis,lib/Analysis/ScalarEvolution.cpp,,False,True
ScalarizeMaskedMemIntrinLegacyPass,-scalarize-masked-mem-intrin,Scalarize unsupported masked memory intrinsics,lib/Transforms/Scalar/ScalarizeMaskedMemIntrin.cpp,,False,False
ScalarizerPass,-scalarizer,Scalarize vector operations,lib/Transforms/Scalar/Scalarizer.cpp,,False,False
ScavengerTest,-scavenger-test,Scavenge virtual registers inside basic blocks,lib/CodeGen/RegisterScavenging.cpp,,False,False
ScopedNoAliasAAWrapperPass,-scoped-noalias-aa,Scoped NoAlias Alias Analysis,lib/Analysis/ScopedNoAliasAA.cpp,,False,True
SelectOptimize,-select-optimize,Optimize selects,lib/CodeGen/SelectOptimize.cpp,,False,False
SeparateConstOffsetFromGEPLegacyPass,-separate-const-offset-from-gep,Split GEPs to a variadic base and a constant offset for better CSE,lib/Transforms/Scalar/SeparateConstOffsetFromGEP.cpp,,False,False
ShaderFlagsAnalysisWrapper,-dx-shader-flag-analysis,DXIL Shader Flag Analysis,lib/Target/DirectX/DXILShaderFlags.cpp,,True,True
ShadowStackGCLowering,-shadow-stack-gc-lowering,Shadow Stack GC Lowering,lib/CodeGen/ShadowStackGCLowering.cpp,,False,False
ShrinkWrap,-shrink-wrap,Shrink Wrap Pass,lib/CodeGen/ShrinkWrap.cpp,,False,False
SimpleLoopUnswitchLegacyPass,-simple-loop-unswitch,Simple unswitch loops,lib/Transforms/Scalar/SimpleLoopUnswitch.cpp,,False,False
SingleLoopExtractorPass,-loop-extract-single,Extract at most one loop into a new function,lib/Transforms/IPO/LoopExtractor.cpp,,False,False
SinkingPass,-sink,Code sinking,lib/Transforms/Scalar/Sink.cpp,,False,False
SjLjEHPrepare,-sjljehprepare,Prepare SjLj exceptions,lib/CodeGen/SjLjEHPrepare.cpp,,False,False
SlotIndexes,-slotindexes,Slot index numbering,lib/CodeGen/SlotIndexes.cpp,,False,False
SparcDAGToDAGISel,-sparc-isel,SPARC DAG->DAG Pattern Instruction Selection,lib/Target/Sparc/SparcISelDAGToDAG.cpp,,False,False
SpeculativeExecutionPass,-speculative-execution,Speculatively execute instructions,lib/Transforms/Scalar/SpeculativeExecution.cpp,,False,False
SpillPlacement,-spill-code-placement,Spill Code Placement Analysis,lib/CodeGen/SpillPlacement.cpp,,True,True
StackColoring,-stack-coloring,Merge disjoint stack slots,lib/CodeGen/StackColoring.cpp,,False,False
StackFrameLayoutAnalysisPass,-stack-frame-layout,Stack Frame Layout,lib/CodeGen/StackFrameLayoutAnalysisPass.cpp,,False,False
StackMapLiveness,-stackmap-liveness,StackMap Liveness Analysis,lib/CodeGen/StackMapLivenessAnalysis.cpp,,False,False
StackProtector,-stack-protector,Insert stack protectors,lib/CodeGen/StackProtector.cpp,,False,True
StackSafetyGlobalInfoWrapperPass,-stack-safety,Stack Safety Analysis,lib/Analysis/StackSafetyAnalysis.cpp,,False,True
StackSafetyInfoWrapperPass,-stack-safety-local,Stack Safety Local Analysis,lib/Analysis/StackSafetyAnalysis.cpp,,False,True
StackSlotColoring,-stack-slot-coloring,Stack Slot Coloring,lib/CodeGen/StackSlotColoring.cpp,,False,False
StraightLineStrengthReduceLegacyPass,-slsr,Straight line strength reduction,lib/Transforms/Scalar/StraightLineStrengthReduce.cpp,,False,False
StripDeadDebugInfoPass,-strip-dead-debug-info,Strip debug info for unused symbols,lib/Transforms/IPO/StripSymbols.cpp,,False,False
StripDeadPrototypesPass,-strip-dead-prototypes,Strip Unused Function Prototypes,lib/Transforms/IPO/StripDeadPrototypes.cpp,,False,False
StripDebugDeclarePass,-strip-debug-declare,Strip all llvm.dbg.declare intrinsics,lib/Transforms/IPO/StripSymbols.cpp,,False,False
StripDebugMachineModule,-mir-strip-debug,Machine Strip Debug Module,lib/CodeGen/MachineStripDebug.cpp,,False,False
StripGCRelocatesLegacy,-strip-gc-relocates,Strip gc.relocates inserted through RewriteStatepointsForGC,lib/Transforms/Utils/StripGCRelocates.cpp,,True,False
StripNonDebugSymbolsPass,-strip-nondebug,"Strip all symbols, except dbg symbols, from a module",lib/Transforms/IPO/StripSymbols.cpp,,False,False
StripNonLineTableDebugLegacyPass,-strip-nonlinetable-debuginfo,Strip all debug info except linetables,lib/Transforms/Utils/StripNonLineTableDebugInfo.cpp,,False,False
StripSymbolsPass,-strip,Strip all symbols from a module,lib/Transforms/IPO/StripSymbols.cpp,,False,False
StructurizeCFGLegacyPass,-structurizecfg,Structurize the CFG,lib/Transforms/Scalar/StructurizeCFG.cpp,,False,False
SystemZCopyPhysRegs,-systemz-copy-physregs,SystemZ Copy Physregs,lib/Target/SystemZ/SystemZCopyPhysRegs.cpp,,False,False
SystemZDAGToDAGISel,-systemz-isel,SystemZ DAG->DAG Pattern Instruction Selection,lib/Target/SystemZ/SystemZISelDAGToDAG.cpp,,False,False
SystemZElimCompare,-systemz-elim-compare,SystemZ Comparison Elimination,lib/Target/SystemZ/SystemZElimCompare.cpp,,False,False
SystemZLDCleanup,-systemz-ld-cleanup,SystemZ Local Dynamic TLS Access Clean-up,lib/Target/SystemZ/SystemZLDCleanup.cpp,,False,False
SystemZLongBranch,-systemz-long-branch,SystemZ Long Branch,lib/Target/SystemZ/SystemZLongBranch.cpp,,False,False
SystemZPostRewrite,-systemz-post-rewrite,SystemZ Post Rewrite pass,lib/Target/SystemZ/SystemZPostRewrite.cpp,,False,False
SystemZShortenInst,-systemz-shorten-inst,SystemZ Instruction Shortening,lib/Target/SystemZ/SystemZShortenInst.cpp,,False,False
SystemZTDCPass,-systemz-tdc,SystemZ Test Data Class optimization,lib/Target/SystemZ/SystemZTDC.cpp,,False,False
TLSVariableHoistLegacyPass,-tlshoist,TLS Variable Hoist,lib/Transforms/Scalar/TLSVariableHoist.cpp,,False,False
TailCallEliminationPass,-tailcallelim,Tail Call Elimination,lib/Transforms/Scalar/TailRecursionElimination.cpp,,False,False
TailDuplicate,-tailduplication,Tail Duplication,lib/CodeGen/TailDuplication.cpp,,False,False
TargetLibraryInfoWrapperPass,-targetlibinfo,Target Library Information,lib/Analysis/TargetLibraryInfo.cpp,,False,True
TargetPassConfig,-targetpassconfig,Target Pass Configuration,lib/CodeGen/TargetPassConfig.cpp,,False,False
TargetTransformInfoWrapperPass,-tti,Target Transform Information,lib/Analysis/TargetTransformInfo.cpp,,False,True
Thumb2ITBlock,-thumb2-it,Thumb IT blocks insertion pass,lib/Target/ARM/Thumb2ITBlockPass.cpp,,False,False
