name,flag,description,source,header,cfg,is_analysis
FPS,-x86-codegen,X86 FP Stackifier,lib/Target/X86/X86FloatingPoint.cpp,,False,False
FalkorHWPFFix,-aarch64-falkor-hwpf-fix-late,Falkor HW Prefetch Fix Late Phase,lib/Target/AArch64/AArch64FalkorHWPFFix.cpp,,False,False
FalkorMarkStridedAccessesLegacy,-aarch64-falkor-hwpf-fix,Falkor HW Prefetch Fix,lib/Target/AArch64/AArch64FalkorHWPFFix.cpp,,False,False
FinalizeISel,-finalize-isel,Finalize ISel and expand pseudo-instructions,lib/CodeGen/FinalizeISel.cpp,,False,False
FinalizeMachineBundles,-finalize-mi-bundles,Finalize machine instruction bundles,lib/CodeGen/MachineInstrBundle.cpp,,False,False
FixFunctionBitcasts,-wasm-fix-function-bitcasts,Fix mismatching bitcasts for WebAssembly,lib/Target/WebAssembly/WebAssemblyFixFunctionBitcasts.cpp,,False,False
FixIrreducible,-fix-irreducible,Convert irreducible control-flow into natural loops,lib/Transforms/Utils/FixIrreducible.cpp,,False,False
FixupBWInstPass,-x86-fixup-bw-insts,X86 Byte/Word Instruction Fixup,lib/Target/X86/X86FixupBWInsts.cpp,,False,False
FixupLEAPass,-x86-fixup-LEAs,X86 LEA Fixup,lib/Target/X86/X86FixupLEAs.cpp,,False,False
FixupStatepointCallerSaved,-fixup-statepoint-caller-saved,Fixup Statepoint Caller Saved,lib/CodeGen/FixupStatepointCallerSaved.cpp,,False,False
FlattenCFGLegacyPass,-flattencfg,Flatten the CFG,lib/Transforms/Scalar/FlattenCFGPass.cpp,,False,False
Float2IntPass,-float2int,Float to int,lib/Transforms/Scalar/Float2Int.cpp,,False,False
ForceFunctionAttrsLegacyPass,-forceattrs,Force set function attributes,lib/Transforms/IPO/ForceFunctionAttrs.cpp,,False,False
FuncletLayout,-funclet-layout,Contiguously Lay Out Funclets,lib/CodeGen/FuncletLayout.cpp,,False,False
FunctionInliningPass,-inline,Function Integration/Inlining,lib/Transforms/IPO/InlineSimple.cpp,,False,False
GCMachineCodeAnalysis,-gc-analysis,Analyze Machine Code For Garbage Collection,lib/CodeGen/GCRootLowering.cpp,,False,False
GCModuleInfo,-collector-metadata,Create Garbage Collector Module Metadata,lib/CodeGen/GCMetadata.cpp,,False,False
GCNCreateVOPD,-gcn-create-vopd,GCN Create VOPD Instructions,lib/Target/AMDGPU/GCNCreateVOPD.cpp,,False,False
GCNDPPCombine,-gcn-dpp-combine,GCN DPP Combine,lib/Target/AMDGPU/GCNDPPCombine.cpp,,False,False
GCNNSAReassign,-amdgpu-nsa-reassign,GCN NSA Reassign,lib/Target/AMDGPU/GCNNSAReassign.cpp,,False,False
GCNPreRAOptimizations,-amdgpu-pre-ra-optimizations,AMDGPU Pre-RA optimizations,lib/Target/AMDGPU/GCNPreRAOptimizations.cpp,,False,False
GISelCSEAnalysisWrapperPass,-cseinfo,Analysis containing CSE Info,lib/CodeGen/GlobalISel/CSEInfo.cpp,,False,True
GISelKnownBitsAnalysis,-gisel-known-bits,Analysis for ComputingKnownBits,lib/CodeGen/GlobalISel/GISelKnownBits.cpp,,False,True
GVNHoistPass,-gvn-hoist,Early GVN Hoisting of Expressions,lib/Transforms/Scalar/GVNHoist.cpp,,False,False
GVNPass,-gvn,Global Value Numbering,lib/Transforms/Scalar/GVN.cpp,,False,False
GVNSinkPass,-gvn-sink,Early GVN sinking of Expressions,lib/Transforms/Scalar/GVNSink.cpp,,False,False
GenericToNVVM,-generic-to-nvvm,Ensure that the global variables are in the global address space,lib/Target/NVPTX/NVPTXGenericToNVVM.cpp,,False,False
GlobalDCEPass,-globaldce,Dead Global Elimination,lib/Transforms/IPO/GlobalDCE.cpp,,False,False
GlobalMerge,-global-merge,Merge global variables,lib/CodeGen/GlobalMerge.cpp,,False,False
GlobalOptimizerPass,-globalopt,Global Variable Optimizer,lib/Transforms/IPO/GlobalOpt.cpp,,False,False
GlobalSplitPass,-globalsplit,Global splitter,lib/Transforms/IPO/GlobalSplit.cpp,,False,False
GlobalsAAWrapperPass,-globals-aa,Globals Alias Analysis,lib/Analysis/GlobalsModRef.cpp,,False,True
GuardWideningPass,-guard-widening,Widen guards,lib/Transforms/Scalar/GuardWidening.cpp,,False,False
HardwareLoops,-hardware-loops,Hardware Loop Insertion,lib/CodeGen/HardwareLoops.cpp,,False,False
HexagonBitSimplify,-hexagon-bit-simplify,Hexagon bit simplification,lib/Target/Hexagon/HexagonBitSimplify.cpp,,False,False
HexagonBranchRelaxation,-hexagon-brelax,Hexagon Branch Relaxation,lib/Target/Hexagon/HexagonBranchRelaxation.cpp,,False,False
HexagonCFGOptimizer,-hexagon-cfg,Hexagon CFG Optimizer,lib/Target/Hexagon/HexagonCFGOptimizer.cpp,,False,False
HexagonCallFrameInformation,-hexagon-cfi,Hexagon call frame information,lib/Target/Hexagon/HexagonFrameLowering.cpp,,False,False
HexagonCommonGEP,-hcommgep,Hexagon Common GEP,lib/Target/Hexagon/HexagonCommonGEP.cpp,,False,False
HexagonConstExtenders,-hexagon-cext-opt,Hexagon constant-extender optimization,lib/Target/Hexagon/HexagonConstExtenders.cpp,,False,False
HexagonConstPropagation,-hexagon-constp,Hexagon Constant Propagation,lib/Target/Hexagon/HexagonConstPropagation.cpp,,False,False
HexagonCopyToCombine,-hexagon-copy-combine,Hexagon Copy-To-Combine Pass,lib/Target/Hexagon/HexagonCopyToCombine.cpp,,False,False
HexagonDAGToDAGISel,-hexagon-isel,Hexagon DAG->DAG Pattern Instruction Selection,lib/Target/Hexagon/HexagonISelDAGToDAG.cpp,,False,False
HexagonEarlyIfConversion,-hexagon-early-if,Hexagon early if conversion,lib/Target/Hexagon/HexagonEarlyIfConv.cpp,,False,False
HexagonExpandCondsets,-expand-condsets,Hexagon Expand Condsets,lib/Target/Hexagon/HexagonExpandCondsets.cpp,,False,False
HexagonFixupHwLoops,-hwloopsfixup,Hexagon Hardware Loops Fixup,lib/Target/Hexagon/HexagonFixupHwLoops.cpp,,False,False
HexagonGenExtract,-hextract,"Hexagon generate "" ""\""extract\"" instructions",lib/Target/Hexagon/HexagonGenExtract.cpp,,False,False
HexagonGenInsert,-hexinsert,"Hexagon generate \""insert\"" instructions",lib/Target/Hexagon/HexagonGenInsert.cpp,,False,False
HexagonGenMux,-hexagon-gen-mux,Hexagon generate mux instructions,lib/Target/Hexagon/HexagonGenMux.cpp,,False,False
HexagonGenPredicate,-hexagon-gen-pred,Hexagon generate predicate operations,lib/Target/Hexagon/HexagonGenPredicate.cpp,,False,False
HexagonHardwareLoops,-hwloops,Hexagon Hardware Loops,lib/Target/Hexagon/HexagonHardwareLoops.cpp,,False,False
HexagonLoopIdiomRecognizeLegacyPass,-hexagon-loop-idiom,Recognize Hexagon-specific loop idioms,lib/Target/Hexagon/HexagonLoopIdiomRecognition.cpp,,False,False
HexagonLoopRescheduling,-hexagon-loop-resched,Hexagon Loop Rescheduling,lib/Target/Hexagon/HexagonBitSimplify.cpp,,False,False
HexagonNewValueJump,-hexagon-nvj,Hexagon NewValueJump,lib/Target/Hexagon/HexagonNewValueJump.cpp,,False,False
HexagonOptAddrMode,-amode-opt,Optimize addressing mode,lib/Target/Hexagon/HexagonOptAddrMode.cpp,,False,False
HexagonOptimizeSZextends,-reargs,Remove Sign and Zero Extends for Args,lib/Target/Hexagon/HexagonOptimizeSZextends.cpp,,False,False
HexagonPacketizer,-hexagon-packetizer,Hexagon Packetizer,lib/Target/Hexagon/HexagonVLIWPacketizer.cpp,,False,False
HexagonPeephole,-hexagon-peephole,Hexagon Peephole,lib/Target/Hexagon/HexagonPeephole.cpp,,False,False
HexagonRDFOpt,-hexagon-rdf-opt,Hexagon RDF optimizations,lib/Target/Hexagon/HexagonRDFOpt.cpp,,False,False
HexagonSplitConst32AndConst64,-split-const-for-sdata,Hexagon Split Const32s and Const64s,lib/Target/Hexagon/HexagonSplitConst32AndConst64.cpp,,False,False
HexagonSplitDoubleRegs,-hexagon-split-double,Hexagon Split Double Registers,lib/Target/Hexagon/HexagonSplitDouble.cpp,,False,False
HexagonStoreWidening,-hexagon-widen-stores,Hexason Store Widening,lib/Target/Hexagon/HexagonStoreWidening.cpp,,False,False
HexagonVExtract,-hexagon-vextract,Hexagon optimize vextract,lib/Target/Hexagon/HexagonVExtract.cpp,,False,False
HexagonVectorCombineLegacy,-hexagon-vc,Hexagon Vector Combine,lib/Target/Hexagon/HexagonVectorCombine.cpp,,False,False
HexagonVectorLoopCarriedReuseLegacyPass,-hexagon-vlcr,Hexagon-specific predictive commoning for HVX vectors,lib/Target/Hexagon/HexagonVectorLoopCarriedReuse.cpp,,False,False
HexagonVectorPrint,-hexagon-vector-print,Hexagon VectorPrint pass,lib/Target/Hexagon/HexagonVectorPrint.cpp,,False,False
HotColdSplittingPass,-hotcoldsplit,Hot Cold Splitting,lib/Transforms/IPO/HotColdSplitting.cpp,,False,False
IPSCCPPass,-ipsccp,Interprocedural Sparse Conditional Constant Propagation,lib/Transforms/IPO/SCCP.cpp,,False,False
IROutlinerLegacyPass,-iroutliner,IR Outliner,lib/Transforms/IPO/IROutliner.cpp,,False,False
IRSimilarityIdentifierWrapperPass,-ir-similarity-identifier,ir-similarity-identifier,lib/Analysis/IRSimilarityIdentifier.cpp,,False,True
IRTranslator,-irtranslator,IRTranslator LLVM IR -> MI,lib/CodeGen/GlobalISel/IRTranslator.cpp,,False,False
IVUsersWrapperPass,-iv-users,Induction Variable Users,lib/Analysis/IVUsers.cpp,,False,True
IfConverter,-if-converter,If Converter,lib/CodeGen/IfConversion.cpp,,False,False
ImmutableModuleSummaryIndexWrapperPass,-module-summary-info,Module summary info,lib/Analysis/ModuleSummaryAnalysis.cpp,,False,True
ImplicitNullChecks,-implicit-null-checks,Implicit null checks,lib/CodeGen/ImplicitNullChecks.cpp,,False,False
IndVarSimplifyPass,-indvars,Induction Variable Simplification,lib/Transforms/Scalar/IndVarSimplify.cpp,,False,False
IndirectBrExpandPass,-indirectbr-expand,Expand indirectbr instructions,lib/CodeGen/IndirectBrExpandPass.cpp,,False,False
InductiveRangeCheckEliminationPass,-irce,Inductive range check elimination,lib/Transforms/Scalar/InductiveRangeCheckElimination.cpp,,False,False
InferAddressSpacesPass,-infer-address-spaces,Infer address spaces,lib/Transforms/Scalar/InferAddressSpaces.cpp,,False,False
InferFunctionAttrsLegacyPass,-inferattrs,Infer set function attributes,lib/Transforms/IPO/InferFunctionAttrs.cpp,,False,False
InjectTLIMappingsLegacyPass,-inject-tli-mappings,Inject TLI Mappings,lib/Transforms/Utils/InjectTLIMappings.cpp,,False,False
InstCountLegacyPass,-instcount,Counts the various types of Instructions,lib/Analysis/InstCount.cpp,,False,True
InstSimplifyLegacyPass,-instsimplify,Remove redundant instructions,lib/Transforms/Scalar/InstSimplifyPass.cpp,,False,False
InstructionCombiningPass,-instcombine,Combine redundant instructions,lib/Transforms/InstCombine/InstructionCombining.cpp,,False,False
InstructionNamerPass,-instnamer,Assign names to anonymous instructions,lib/Transforms/Utils/InstructionNamer.cpp,,False,False
InstructionSelect,-instruction-select,Select target instructions out of generic instructions,lib/CodeGen/GlobalISel/InstructionSelect.cpp,,False,False
InterleavedAccess,-interleaved-access,Lower interleaved memory accesses to target specific intrinsics,lib/CodeGen/InterleavedAccessPass.cpp,,False,False
InterleavedLoadCombine,-interleaved-load-combine,Combine interleaved loads into wide loads and shufflevector instructions,lib/CodeGen/InterleavedLoadCombinePass.cpp,,False,False
InternalizePass,-internalize,Internalize Global Symbols,lib/Transforms/IPO/Internalize.cpp,,False,False
IntervalPartition,-intervals,Interval Partition Construction,lib/Analysis/IntervalPartition.cpp,,True,True
JMCInstrumenter,-jmc-instrument,Instrument function entry with call to __CheckForDebuggerJustMyCode,lib/CodeGen/JMCInstrumenter.cpp,,False,False
JumpThreadingPass,-jump-threading,Jump Threading,lib/Transforms/Scalar/JumpThreading.cpp,,False,False
LCSSAPass,-lcssa,Loop-Closed SSA Form Pass,lib/Transforms/Utils/LCSSA.cpp,,False,False
LCSSAVerificationPass,-lcssa-verification,LCSSA Verifier,lib/Analysis/LoopPass.cpp,,False,False
LDTLSCleanup,-aarch64-local-dynamic-tls-cleanup,AArch64 Local Dynamic TLS Access Clean-up,lib/Target/AArch64/AArch64CleanupLocalDynamicTLSPass.cpp,,False,False
LICMPass,-licm,Loop Invariant Code Motion,lib/Transforms/Scalar/LICM.cpp,,False,False
LanaiDAGToDAGISel,-lanai-isel,Lanai DAG->DAG Pattern Instruction Selection,lib/Target/Lanai/LanaiISelDAGToDAG.cpp,,False,False
LanaiMemAluCombiner,-lanai-mem-alu-combiner,Lanai memory ALU combiner pass,lib/Target/Lanai/LanaiMemAluCombiner.cpp,,False,False
LazyBlockFrequencyInfoPass,-lazy-block-freq,Lazy Block Frequency Analysis,lib/Analysis/LazyBlockFrequencyInfo.cpp,,True,True
LazyBranchProbabilityInfoPass,-lazy-branch-prob,Lazy Branch Probability Analysis,lib/Analysis/LazyBranchProbabilityInfo.cpp,,True,True
LazyMachineBlockFrequencyInfoPass,-lazy-machine-block-freq,Lazy Machine Block Frequency Analysis,lib/CodeGen/LazyMachineBlockFrequencyInfo.cpp,,True,True
LazyValueInfoPrinter,-print-lazy-value-info,Lazy Value Info Printer Pass,lib/Analysis/LazyValueInfo.cpp,,False,False
LazyValueInfoWrapperPass,-lazy-value-info,Lazy Value Information Analysis,lib/Analysis/LazyValueInfo.cpp,,False,True
LegacyDivergenceAnalysis,-divergence,Legacy Divergence Analysis,lib/Analysis/LegacyDivergenceAnalysis.cpp,,False,True
Legalizer,-legalizer,Legalize the Machine IR a function's Machine IR,lib/CodeGen/GlobalISel/Legalizer.cpp,,False,False
LibCallsShrinkWrapPass,-libcalls-shrinkwrap,Conditionally eliminate dead library calls,lib/Transforms/Utils/LibCallsShrinkWrap.cpp,,False,False
LintLegacyPass,-lint,Statically lint-checks LLVM IR,lib/Analysis/Lint.cpp,,False,True
LiveDebugValues,-livedebugvalues,Live DEBUG_VALUE analysis,lib/CodeGen/LiveDebugValues/LiveDebugValues.cpp,,False,False
LiveDebugVariables,-livedebugvars,Debug Variable Analysis,lib/CodeGen/LiveDebugVariables.cpp,,False,False
LiveIntervals,-liveintervals,Live Interval Analysis,lib/CodeGen/LiveIntervals.cpp,,False,False
LiveRangeShrink,-lrshrink,Live Range Shrink Pass,lib/CodeGen/LiveRangeShrink.cpp,,False,False
LiveRegMatrix,-liveregmatrix,Live Register Matrix,lib/CodeGen/LiveRegMatrix.cpp,,False,False
LiveStacks,-livestacks,Live Stack Slot Analysis,lib/CodeGen/LiveStacks.cpp,,False,False
LiveVariables,-livevars,Live Variable Analysis,lib/CodeGen/LiveVariables.cpp,,False,False
LoadStoreOpt,-loadstore-opt,Generic memory optimizations,lib/CodeGen/GlobalISel/LoadStoreOpt.cpp,,False,False
LoadStoreVectorizerPass,-load-store-vectorizer,Vectorize load and Store instructions,lib/Transforms/Vectorize/LoadStoreVectorizer.cpp,,False,False
LocalStackSlotPass,-localstackalloc,Local Stack Slot Allocation,lib/CodeGen/LocalStackSlotAllocation.cpp,,False,False
Localizer,-localizer,Move/duplicate certain instructions close to their use,lib/CodeGen/GlobalISel/Localizer.cpp,,False,False
LoongArchDAGToDAGISel,-loongarch-isel,LoongArch DAG->DAG Pattern Instruction Selection,lib/Target/LoongArch/LoongArchISelDAGToDAG.cpp,,False,False
LoongArchExpandAtomicPseudo,-loongarch-expand-atomic-pseudo,LoongArch atomic pseudo instruction expansion pass,lib/Target/LoongArch/LoongArchExpandAtomicPseudoInsts.cpp,,False,False
LoongArchPreRAExpandPseudo,-loongarch-prera-expand-pseudo,LoongArch Pre-RA pseudo instruction expansion pass,lib/Target/LoongArch/LoongArchExpandPseudoInsts.cpp,,False,False
LoopAccessLegacyAnalysis,-loop-accesses,Loop Access Analysis,lib/Analysis/LoopAccessAnalysis.cpp,,False,True
LoopDataPrefetchPass,-loop-data-prefetch,Loop Data Prefetch,lib/Transforms/Scalar/LoopDataPrefetch.cpp,,False,False
LoopDeletionPass,-loop-deletion,Delete dead loops,lib/Transforms/Scalar/LoopDeletion.cpp,,False,False
LoopDistributePass,-loop-distribute,Loop Distribution,lib/Transforms/Scalar/LoopDistribute.cpp,,False,False
LoopExtractorLegacyPass,-loop-extract,Extract loops into new functions,lib/Transforms/IPO/LoopExtractor.cpp,,False,False
LoopFlattenLegacyPass,-loop-flatten,Flattens loops,lib/Transforms/Scalar/LoopFlatten.cpp,,False,False
LoopFusePass,-loop-fusion,Loop Fusion,lib/Transforms/Scalar/LoopFuse.cpp,,False,False
LoopGuardWideningPass,-loop-guard-widening,"Widen guards (within a single loop, as a loop pass)",lib/Transforms/Scalar/GuardWidening.cpp,,False,False
LoopIdiomPass,-loop-idiom,Recognize loop idioms,lib/Transforms/Scalar/LoopIdiomRecognize.cpp,,False,False
LoopInfoWrapperPass,-loops,Natural Loop Information,lib/Analysis/LoopInfo.cpp,,True,True
LoopInstSimplifyPass,-loop-instsimplify,Simplify instructions in loops,lib/Transforms/Scalar/LoopInstSimplify.cpp,,False,False
LoopInterchangeLegacyPass,-loop-interchange,Interchanges loops for cache reuse,lib/Transforms/Scalar/LoopInterchange.cpp,,False,False
LoopLoadEliminationPass,-loop-load-elim,Loop Load Elimination,lib/Transforms/Scalar/LoopLoadElimination.cpp,,False,False
LoopPredicationPass,-loop-predication,Loop predication,lib/Transforms/Scalar/LoopPredication.cpp,,False,False
LoopRerollLegacyPass,-loop-reroll,Reroll loops,lib/Transforms/Scalar/LoopRerollPass.cpp,,False,False
LoopRotatePass,-loop-rotate,Rotate Loops,lib/Transforms/Scalar/LoopRotation.cpp,,False,False
LoopSimplifyCFGPass,-loop-simplifycfg,Simplify loop CFG,lib/Transforms/Scalar/LoopSimplifyCFG.cpp,,False,False
LoopSimplifyPass,-loop-simplify,Canonicalize natural loops,lib/Transforms/Utils/LoopSimplify.cpp,,False,False
LoopSinkPass,-loop-sink,Loop Sink,lib/Transforms/Scalar/LoopSink.cpp,,False,False
LoopStrengthReducePass,-loop-reduce,Loop Strength Reduction,lib/Transforms/Scalar/LoopStrengthReduce.cpp,,False,False
LoopUnrollAndJamPass,-loop-unroll-and-jam,Unroll and Jam loops,lib/Transforms/Scalar/LoopUnrollAndJamPass.cpp,,False,False
LoopUnrollPass,-loop-unroll,Unroll loops,lib/Transforms/Scalar/LoopUnrollPass.cpp,,False,False
LoopVectorizePass,-loop-vectorize,Loop Vectorization,lib/Transforms/Vectorize/LoopVectorize.cpp,,False,False
LoopVersioningLICMLegacyPass,-loop-versioning-licm,Loop Versioning For LICM,lib/Transforms/Scalar/LoopVersioningLICM.cpp,,False,False
LoopVersioningLegacyPass,-loop-versioning,Loop Versioning,lib/Transforms/Utils/LoopVersioning.cpp,,False,False
LowerAtomicPass,-loweratomic,Lower atomic intrinsics to non-atomic form,lib/Transforms/Scalar/LowerAtomicPass.cpp,,False,False
LowerConstantIntrinsicsPass,-lower-constant-intrinsics,Lower constant intrinsics,lib/Transforms/Scalar/LowerConstantIntrinsics.cpp,,False,False
LowerEmuTLS,-loweremutls,Add __emutls_[vt]. variables for emultated TLS model,lib/CodeGen/LowerEmuTLS.cpp,,False,False
LowerExpectIntrinsicPass,-lower-expect,Lower 'expect' Intrinsics,lib/Transforms/Scalar/LowerExpectIntrinsic.cpp,,False,False
LowerGlobalDtorsLegacyPass,-lower-global-dtors,Lower @llvm.global_dtors via `__cxa_atexit`,lib/Transforms/Utils/LowerGlobalDtors.cpp,,False,False
LowerGuardIntrinsicPass,-lower-guard-intrinsic,Lower the guard intrinsic to normal control flow,lib/Transforms/Scalar/LowerGuardIntrinsic.cpp,,False,False
LowerIntrinsics,-gc-lowering,GC Lowering,lib/CodeGen/GCRootLowering.cpp,,False,False
LowerInvokePass,-lowerinvoke,"Lower invoke and unwind, for unwindless code generators",lib/Transforms/Utils/LowerInvoke.cpp,,False,False
LowerMatrixIntrinsicsMinimalLegacyPass,-lower-matrix-intrinsics-minimal,Lower the matrix intrinsics (minimal),lib/Transforms/Scalar/LowerMatrixIntrinsics.cpp,,False,False
LowerMatrixIntrinsicsPass,-lower-matrix-intrinsics,Lower the matrix intrinsics,lib/Transforms/Scalar/LowerMatrixIntrinsics.cpp,,False,False
LowerSwitchLegacyPass,-lowerswitch,Lower SwitchInst's to branches,lib/Transforms/Utils/LowerSwitch.cpp,,False,False
LowerWidenableConditionPass,-lower-widenable-condition,Lower the widenable condition to default true value,lib/Transforms/Scalar/LowerWidenableCondition.cpp,,False,False
M68kDAGToDAGISel,-m68k-isel,M68k DAG->DAG Pattern Instruction Selection,lib/Target/M68k/M68kISelDAGToDAG.cpp,,False,False
MIRAddFSDiscriminators,-mirfs-discriminators,Add MIR Flow Sensitive Discriminators,lib/CodeGen/MIRFSDiscriminator.cpp,,False,False
MIRCanonicalizer,-mir-canonicalizer,Rename Register Operands Canonically,lib/CodeGen/MIRCanonicalizerPass.cpp,,False,False
MIRNamer,-mir-namer,Rename Register Operands,lib/CodeGen/MIRNamerPass.cpp,,False,False
MIRPrintingPass,-mir-printer,MIR Printer,lib/CodeGen/MIRPrintingPass.cpp,,False,False
MIRProfileLoaderPass,-fs-profile-loader,Load MIR Sample Profile,lib/CodeGen/MIRSampleProfile.cpp,,False,False
MSP430DAGToDAGISel,-msp430-isel,MSP430 DAG->DAG Pattern Instruction Selection,lib/Target/MSP430/MSP430ISelDAGToDAG.cpp,,False,False
MVEGatherScatterLowering,-arm-mve-gather-scatter-lowering,MVE gather/scattering lowering pass,lib/Target/ARM/MVEGatherScatterLowering.cpp,,False,False
MVELaneInterleaving,-mve-laneinterleave,MVE lane interleaving,lib/Target/ARM/MVELaneInterleavingPass.cpp,,False,False
MVETPAndVPTOptimisations,-arm-mve-vpt-opts,ARM MVE TailPred and VPT Optimisations pass,lib/Target/ARM/MVETPAndVPTOptimisationsPass.cpp,,False,False
MVETailPredication,-mve-tail-predication,Transform predicated vector loops to use MVE tail predication,lib/Target/ARM/MVETailPredication.cpp,,False,False
MVEVPTBlock,-arm-mve-vpt,ARM MVE VPT block pass,lib/Target/ARM/MVEVPTBlockPass.cpp,,False,False
MachineBlockFrequencyInfo,-machine-block-freq,Machine Block Frequency Analysis,lib/CodeGen/MachineBlockFrequencyInfo.cpp,,True,True
MachineBlockPlacement,-block-placement,Branch Probability Basic Block Placement,lib/CodeGen/MachineBlockPlacement.cpp,,False,False
MachineBlockPlacementStats,-block-placement-stats,Basic Block Placement Stats,lib/CodeGen/MachineBlockPlacement.cpp,,False,False
MachineBranchProbabilityInfo,-machine-branch-prob,Machine Branch Probability Analysis,lib/CodeGen/MachineBranchProbabilityInfo.cpp,,False,True
MachineCFGPrinter,-dot-machine-cfg,Machine CFG Printer Pass,lib/CodeGen/MachineCFGPrinter.cpp,,False,True
MachineCSE,-machine-cse,Machine Common Subexpression Elimination,lib/CodeGen/MachineCSE.cpp,,False,False
MachineCombiner,-machine-combiner,Machine InstCombiner,lib/CodeGen/MachineCombiner.cpp,,False,False
MachineCopyPropagation,-machine-cp,Machine Copy Propagation Pass,lib/CodeGen/MachineCopyPropagation.cpp,,False,False
MachineCycleInfoPrinterPass,-print-machine-cycles,Print Machine Cycle Info Analysis,lib/CodeGen/MachineCycleAnalysis.cpp,,True,True
MachineCycleInfoWrapperPass,-machine-cycles,Machine Cycle Info Analysis,lib/CodeGen/MachineCycleAnalysis.cpp,,True,True
MachineDominanceFrontier,-machine-domfrontier,Machine Dominance Frontier Construction,lib/CodeGen/MachineDominanceFrontier.cpp,,True,True
MachineDominatorTree,-machinedomtree,MachineDominator Tree Construction,lib/CodeGen/MachineDominators.cpp,,True,True
MachineFunctionPrinterPass,-machineinstr-printer,Machine Function Printer,lib/CodeGen/MachineFunctionPrinterPass.cpp,,False,False
MachineFunctionSplitter,-machine-function-splitter,Split machine functions using profile information,lib/CodeGen/MachineFunctionSplitter.cpp,,False,False
MachineLICM,-machinelicm,Machine Loop Invariant Code Motion,lib/CodeGen/MachineLICM.cpp,,False,False
MachineLateInstrsCleanup,-machine-latecleanup,Machine Late Instructions Cleanup Pass,lib/CodeGen/MachineLateInstrsCleanup.cpp,,False,False
MachineLoopInfo,-machine-loops,Machine Natural Loop Construction,lib/CodeGen/MachineLoopInfo.cpp,,True,True
MachineModuleInfoWrapperPass,-machinemoduleinfo,Machine Module Information,lib/CodeGen/MachineModuleInfo.cpp,,False,False
MachineOptimizationRemarkEmitterPass,-machine-opt-remark-emitter,Machine Optimization Remark Emitter,lib/CodeGen/MachineOptimizationRemarkEmitter.cpp,,True,True
MachineOutliner,-machine-outliner,Machine Function Outliner,lib/CodeGen/MachineOutliner.cpp,,False,False
MachinePipeliner,-pipeliner,Modulo Software Pipelining,lib/CodeGen/MachinePipeliner.cpp,,False,False
MachinePostDominatorTree,-machinepostdomtree,MachinePostDominator Tree Construction,lib/CodeGen/MachinePostDominators.cpp,,True,True
MachineRegionInfoPass,-machine-region-info,Detect single entry single exit regions,lib/CodeGen/MachineRegionInfo.cpp,,True,True
MachineSanitizerBinaryMetadata,-machine-sanmd,Machine Sanitizer Binary Metadata,lib/CodeGen/SanitizerBinaryMetadata.cpp,,False,False
MachineScheduler,-machine-scheduler,Machine Instruction Scheduler,lib/CodeGen/MachineScheduler.cpp,,False,False
MachineSinking,-machine-sink,Machine code sinking,lib/CodeGen/MachineSink.cpp,,False,False
MachineTraceMetrics,-machine-trace-metrics,Machine Trace Metrics,lib/CodeGen/MachineTraceMetrics.cpp,,False,True
MachineUniformityAnalysisPass,-machine-uniformity,Machine Uniformity Info Analysis,lib/CodeGen/MachineUniformityAnalysis.cpp,,True,True
MachineUniformityInfoPrinterPass,-print-machine-uniformity,Print Machine Uniformity Info Analysis,lib/CodeGen/MachineUniformityAnalysis.cpp,,True,True
MachineVerifierPass,-machineverifier,Verify generated machine code,lib/CodeGen/MachineVerifier.cpp,,False,False
MakeGuardsExplicitLegacyPass,-make-guards-explicit,Lower the guard intrinsic to explicit control flow form,lib/Transforms/Scalar/MakeGuardsExplicit.cpp,,False,False
MemCpyOptPass,-memcpyopt,MemCpy Optimization,lib/Transforms/Scalar/MemCpyOptimizer.cpp,,False,False
MemDepPrinter,-print-memdeps,Print MemDeps of function,lib/Analysis/MemDepPrinter.cpp,,False,True
MemDerefPrinter,-print-memderefs,Memory Dereferenciblity of pointers in function,lib/Analysis/MemDerefPrinter.cpp,,False,True
MemoryDependenceWrapperPass,-memdep,Memory Dependence Analysis,lib/Analysis/MemoryDependenceAnalysis.cpp,,False,True
MemorySSAPrinterLegacyPass,-print-memoryssa,Memory SSA Printer,lib/Analysis/MemorySSA.cpp,,False,False
MemorySSAWrapperPass,-memoryssa,Memory SSA,lib/Analysis/MemorySSA.cpp,,False,True
MergeFunctionsPass,-mergefunc,Merge Functions,lib/Transforms/IPO/MergeFunctions.cpp,,False,False
MergeICmpsLegacyPass,-mergeicmps,Merge contiguous icmps into a memcmp,lib/Transforms/Scalar/MergeICmps.cpp,,False,False
MergedLoadStoreMotionPass,-mldst-motion,MergedLoadStoreMotion,lib/Transforms/Scalar/MergedLoadStoreMotion.cpp,,False,False
MetaRenamerPass,-metarenamer,Assign new names to everything,lib/Transforms/Utils/MetaRenamer.cpp,,False,False
MicroMipsSizeReduce,-micromips-reduce-size,MicroMips instruction size reduce pass,lib/Target/Mips/MicroMipsSizeReduction.cpp,,False,False
MipsBranchExpansion,-mips-branch-expansion,"Expand out of range branch instructions and fix forbidden"" "" slot hazards",lib/Target/Mips/MipsBranchExpansion.cpp,,False,False
MipsDAGToDAGISel,-mips-isel,MIPS DAG->DAG Pattern Instruction Selection,lib/Target/Mips/MipsISelDAGToDAG.cpp,,False,False
